no,name,date,how_old,fuel,length,person,hp,sil,tok,method,auto_stick,dom_for,new_price,old_price
4409,쌍용 티볼리 아머 1.6 가솔린 2WD 기어 에디션,19/01,2019.0,가솔린,3천km,,126.0,4.0,16.0,FF,,국산,2195.0,1650.0
4410,쌍용 티볼리 1.6 디젤 2WD VX,15/07(16년형),2016.0,디젤,5만km,,115.0,4.0,30.6,FF,,국산,2244.0,1490.0
4411,현대 제네시스 쿠페 200 터보 P,09/01,2009.0,가솔린,10만km,,210.0,4.0,30.5,FR,,국산,2641.0,920.0
4412,현대 제네시스 쿠페 200 터보 P,09/03,2009.0,가솔린,15만km,4.0,210.0,4.0,30.5,FR,수동,국산,2641.0,890.0
4413,기아 뉴 페이스 카렌스 2.0 LPI GLX 고급형,08/12(09년형),2009.0,LPG,12만km,,141.0,4.0,19.0,FF,,국산,1904.0,498.0
4414,르노삼성 SM6 1.6 TCe RE,16/04,2016.0,가솔린,4만km,,190.0,4.0,26.5,FF,,국산,3250.0,2350.0
4415,현대 뉴 에쿠스 VS 380 프레스티지,11/03(12년형),2012.0,가솔린,15만km,,334.0,6.0,40.3,FR,,국산,8590.0,1690.0
4416,현대 그랜져TG 아제라,07/09(06년형),2006.0,가솔린,8만ml,,264.0,,35.5,FF,,국산,,399.0
4417,기아 쏘렌토R 2.0 리미티드 2WD 프리미엄,10/01,2010.0,디젤,14만km,,184.0,4.0,40.0,FF,,국산,3290.0,990.0
4418,기아 K5 2.0 LPi 프레스티지,13/01,2013.0,LPG,6만km,,144.0,,19.3,FF,,국산,,850.0
4419,르노삼성 트위지 인텐스,17/12(18년형),2018.0,전기,5천km,,17.1,,5.8,MR,,국산,1500.0,450.0
4420,기아 K3 1.6 디젤 럭셔리,14/05(15년형),2015.0,디젤,9만km,,128.0,4.0,26.5,FF,,국산,1940.0,799.0
4421,현대 뉴 에쿠스 VS380 프리미엄,14/03(15년형),2015.0,가솔린,2만km,,334.0,6.0,40.3,FR,,국산,7746.0,5200.0
4422,현대 싼타페DM 2.0 VGT 4WD 프리미엄,12/10(13년형),2013.0,디젤,8만km,,184.0,4.0,41.0,4WD,,국산,3218.0,1990.0
4423,다온 이동업무차,17/06(18년형),2018.0,디젤,5천km,,133.0,,,FR,,국산,,4700.0
4424,현대 YF쏘나타 2.0 Y20 탑 고급형,10/10(11년형),2011.0,가솔린,8만km,,165.0,,20.2,FF,,국산,,1300.0
4425,현대 뉴그랜져XG S30 고급형,03/10(04년형),2004.0,가솔린,16만km,,182.0,6.0,25.7,FF,,국산,2812.0,380.0
4426,르노삼성 SM3 네오 PE,17/01,2017.0,가솔린,4만km,,117.0,4.0,16.1,FF,,국산,1570.0,780.0
4427,쉐보레 올 뉴 말리부 1.5 터보 LTZ,16/11(17년형),2017.0,가솔린,2만km,,166.0,4.0,25.5,FF,,국산,2999.0,2000.0
4428,현대 뉴 투스카니 2.0 GTS 프리미엄 사운드팩,06/12(07년형),2007.0,가솔린,10만km,4.0,143.0,4.0,19.0,FF,수동,국산,1953.0,390.0
4429,기아 옵티마 2.0 LS 기본형,01/04,2001.0,가솔린,3만km,,149.0,4.0,19.7,FF,,국산,1543.0,190.0
4430,현대 싼타페CM 2.2 VGT CLX 2WD 고급형,07/01,2007.0,디젤,15만km,,172.0,,34.0,FF,,국산,,670.0
4431,쌍용 G4 렉스턴 2.2 디젤 4WD 유라시아 에디션,18/01,2018.0,디젤,2만km,,187.0,4.0,42.8,AWD,,국산,3890.0,2890.0
4432,현대 제네시스 쿠페 200 터보 D,09/07(10년형),2010.0,가솔린,11만km,,210.0,4.0,30.5,FR,,국산,2320.0,650.0
4433,현대 제네시스 쿠페 380 GT R,09/01,2009.0,가솔린,11만km,,,,,,수동,국산,3392.0,1450.0
4434,현대 YF쏘나타 2.0 Y20 LPi 탑,11/02,2011.0,LPG,11만km,,157.0,,20.0,FF,,국산,,1330.0
4435,제네시스 G80 3.3 GDi 럭셔리,18/10(19년형),2019.0,가솔린,1만km,,282.0,6.0,35.4,FR,,국산,4899.0,3750.0
4436,현대 제네시스 BH330 럭셔리 VIP팩,11/06,2011.0,가솔린,12만km,,262.0,6.0,32.1,FR,,국산,5203.0,1399.0
4437,기아 뉴 카렌스 2.0 LPI GLX 고급형,06/12(07년형),2007.0,LPG,10만km,,136.0,4.0,18.9,FF,,국산,1840.0,498.0
4438,쌍용 티볼리 1.6 디젤 2WD LX,16/05,2016.0,디젤,6천km,,115.0,4.0,30.6,FF,,국산,2450.0,1850.0
4439,쉐보레 말리부 2.4 LTZ,13/11(14년형),2014.0,가솔린,6만km,,170.0,6.0,23.0,FF,,국산,3162.0,1790.0
4440,기아 뉴 쏘렌토R 디젤 2.0 2WD TLX,13/02,2013.0,디젤,12만km,,184.0,4.0,41.0,FF,,국산,2815.0,1860.0
4441,현대 뉴그랜져XG S25 슈퍼형,04/01,2004.0,가솔린,21만km,,172.0,6.0,23.0,FF,,국산,3122.0,250.0
4442,기아 더 뉴 스포티지R 2.0 디젤 2WD 프레스티지,13/10(14년형),2014.0,디젤,14만km,,184.0,4.0,41.0,FF,,국산,2565.0,1290.0
4443,쉐보레 더 넥스트 스파크 1.0 LTZ,16/01,2016.0,가솔린,7만km,,75.0,4.0,9.6,FF,,국산,1308.0,410.0
4444,기아 스포티지 4세대 2.0 디젤 2WD 노블레스 스페셜,15/12(16년형),2016.0,디젤,4만km,,186.0,4.0,41.0,FF,,국산,2842.0,1680.0
4445,현대 그랜져HG 300 노블,11/11(12년형),2012.0,가솔린,23만km,,270.0,6.0,31.5,FF,,국산,3527.0,630.0
4446,기아 레이 1.0 가솔린 럭셔리,12/02,2012.0,가솔린,10만km,,78.0,3.0,9.6,FF,,국산,1375.0,400.0
4447,현대 뉴 에쿠스 VL 500 프레스티지,15/03,2015.0,가솔린,6만km,,416.0,8.0,52.0,FR,,국산,14303.0,3890.0
4448,현대 뉴 제네시스 G380 파이니스트 에디션 AWD,16/06,2016.0,가솔린,5만km,,315.0,6.0,40.5,AWD,,국산,7123.0,3899.0
4449,쉐보레 크루즈 2.0 LTZ ,11/04,2011.0,디젤,10만km,,163.0,4.0,36.7,FF,,국산,1970.0,999.0
4450,쌍용 더 뉴 코란도 스포츠 2.2 익스트림 4WD,17/03,2017.0,디젤,1만km,,178.0,,40.8,4WD,,국산,,2430.0
4451,기아 K5 2.0 터보 노블레스,13/05,2013.0,가솔린,6만km,,271.0,4.0,37.1,FF,,국산,2925.0,1390.0
4452,기아 더 뉴 K5 2.0 LPi 럭셔리,14/11(15년형),2015.0,LPG,6만km,,155.0,,19.8,FF,,국산,,899.0
4453,기아 포르테 하이브리드 LPI HEV 고급형,13/04,2013.0,LPG+전기,15만km,,114.0,4.0,15.1,FF,,국산,2242.0,568.0
4454,쌍용 더 뉴 코란도 스포츠 2.2 CX7 4WD 패션,17/12(18년형),2018.0,디젤,4만km,,178.0,,40.8,4WD,,국산,,1990.0
4455,현대 NF쏘나타 LPI,07/06,2007.0,LPG,18만km,,,,,FF,,국산,,550.0
4456,쌍용 렉스턴 스포츠 칸 2.2 디젤 4WD 파이오니어 S,19/03,2019.0,디젤,3천km,,181.0,,42.8,4WD,,국산,3251.0,3200.0
4457,GM대우 라세티 프리미어 ID CDX 고급형,10/01,2010.0,가솔린,17만km,,142.0,4.0,17.9,FF,,국산,1854.0,170.0
4458,기아 올 뉴 카니발 2.2 디젤 9인승 프레스티지,15/05(16년형),2016.0,디젤,4만km,,202.0,4.0,45.0,FF,,국산,3270.0,2830.0
4459,기아 뉴 카니발 GLX 최고급형,10/11,2010.0,디젤,18만km,,192.0,,36.5,FF,,국산,,900.0
4460,쉐보레 말리부 2.0 디젤 LT 디럭스 팩,15/05,2015.0,디젤,4만km,,156.0,6.0,35.8,FF,,국산,2998.0,1698.0
4461,기아 올 뉴 쏘렌토 2.2 디젤 2WD 노블레스 스페셜,15/10(16년형),2016.0,디젤,9만km,,202.0,4.0,45.0,FF,,국산,3365.0,2150.0
4462,현대 에어로스페이스 LS 46인승 캠핑카,03/05,2003.0,디젤,22만km,,,,,,수동,국산,,3200.0
4463,현대 제네시스 BH330 럭셔리 VIP팩,09/03,2009.0,가솔린,17만km,,262.0,6.0,32.1,FR,,국산,5203.0,1650.0
4464,기아 스토닉 1.6 디젤 트렌디,18/04,2018.0,디젤,5만km,,110.0,4.0,30.6,FF,,국산,2075.0,1500.0
4465,기아 레이 1.0 가솔린 럭셔리,14/08(15년형),2015.0,가솔린,5만km,,78.0,3.0,9.6,FF,,국산,1426.0,700.0
4466,현대 베라크루즈 4WD 300VX 프리미엄,12/10(13년형),2013.0,디젤,23만km,,245.0,6.0,46.0,4WD,,국산,4461.0,1790.0
4467,기아 더 뉴 K5 2.0 트렌디,14/01,2014.0,가솔린,6만km,,172.0,4.0,20.5,FF,,국산,2470.0,1290.0
4468,현대 그랜져HG 300 LPG 이그제큐티브,11/08,2011.0,LPG,8만km,,235.0,,28.6,FF,,국산,,1399.0
4469,현대 뉴 클릭 1.4 DOHC i 디럭스,06/02,2006.0,가솔린,8만km,,95.0,,12.7,FF,,국산,,350.0
4470,기아 레토나 밴,00/11,2000.0,디젤,18만km,2.0,,,,,수동,국산,,550.0
4471,르노삼성 뉴 SM3  SE ,13/05(14년형),2014.0,가솔린,8만km,,117.0,4.0,16.1,FF,,국산,1700.0,699.0
4472,기아 K3 1.6 GDI 노블레스,12/11(13년형),2013.0,가솔린,7만km,,140.0,4.0,16.9,FF,,국산,1975.0,770.0
4473,현대 에쿠스 JS 380 럭셔리,06/10(07년형),2007.0,가솔린,14만km,,266.0,6.0,36.0,FF,,국산,6211.0,890.0
4474,쌍용 뉴 체어맨W CW600 4트로닉 SVIP,13/01,2013.0,가솔린,7만km,,225.0,6.0,30.2,AWD,,국산,6685.0,2200.0
4475,현대 그랜져TG Q270 럭셔리,06/09(07년형),2007.0,가솔린,21만km,,195.0,6.0,25.6,FF,,국산,2971.0,380.0
4476,기아 포르테 쿱 1.6 GDI 프레스티지,11/04,2011.0,가솔린,11만km,,140.0,4.0,16.9,FF,,국산,1885.0,490.0
4477,쌍용 뉴체어맨 CM600L 리무진,05/08(06년형),2006.0,가솔린,31만km,,220.0,6.0,32.0,FR,,국산,6933.0,230.0
4478,현대 투스카니 2.0 GT 기본형,07/03,2007.0,가솔린,12만km,,143.0,4.0,19.0,FF,,국산,1450.0,490.0
4479,현대 제네시스 BH330 럭셔리 프라임팩,08/06,2008.0,가솔린,15만km,,262.0,6.0,32.1,FR,,국산,4898.0,1449.0
4480,기아 올 뉴 K7 3.3 GDi 노블레스 스페셜,16/12(17년형),2017.0,가솔린,3만km,,290.0,6.0,35.0,FF,,국산,3975.0,2399.0
4481,GM대우 라세티 프리미어 ID CDX 고급형,10/02,2010.0,가솔린,6만km,,142.0,4.0,17.9,FF,,국산,1854.0,1050.0
4482,기아 더 뉴 K7 3.0 LPi 프레스티지,14/10(15년형),2015.0,LPG,15만km,,,,,,,국산,,1150.0
4483,르노삼성 뉴 SM5 LE,06/04,2006.0,가솔린,13만km,,140.0,4.0,18.8,FF,,국산,2220.0,280.0
4484,현대 싼타페 더 프라임 2.0 디젤 2WD 프리미엄,15/12(16년형),2016.0,디젤,4천km,,186.0,4.0,41.0,FF,,국산,2985.0,2690.0
4485,현대 제네시스 BH330 그랜드,09/03,2009.0,가솔린,18만km,,262.0,6.0,32.1,FR,,국산,4149.0,800.0
4486,현대 제네시스 BH380 로얄 VIP 팩,09/06,2009.0,가솔린,14만km,,290.0,6.0,36.5,FR,,국산,6021.0,1490.0
4487,현대 제네시스 쿠페 200 터보 P,09/08(10년형),2010.0,가솔린,8만km,4.0,210.0,4.0,30.5,FR,수동,국산,2641.0,930.0
4488,현대 제네시스 쿠페 200 터보 P,09/03,2009.0,가솔린,8만km,,210.0,4.0,30.5,FR,,국산,2641.0,1199.0
4489,현대 그랜져HG 300 LPG 모던,14/07(15년형),2015.0,LPG,14만km,,235.0,,28.6,FF,,국산,,1088.0
4490,기아 K3 1.6 GDI 트렌디,14/03,2014.0,가솔린,3만km,,140.0,4.0,16.9,FF,,국산,1837.0,1290.0
4491,기아 포르테 1.6 CVVT 프리미엄 SLI 블랙 스페셜,09/04,2009.0,가솔린,9만km,,124.0,4.0,15.9,FF,,국산,1819.0,760.0
4492,현대 i30 1.6 VVT 프리미어,09/09(10년형),2010.0,가솔린,5만km,,124.0,4.0,15.9,FF,,국산,1743.0,450.0
4493,현대 그랜져HG 300 LPG 모던,14/11(15년형),2015.0,LPG,14만km,,235.0,,28.6,FF,,국산,,1269.0
4494,현대 제네시스 쿠페 200 터보 P,11/03,2011.0,가솔린,12만km,,210.0,4.0,30.5,FR,,국산,2723.0,1040.0
4495,기아 K3 1.6 디젤 럭셔리,14/09(15년형),2015.0,디젤,5만km,,128.0,4.0,26.5,FF,,국산,1940.0,829.0
4496,현대 싼타페DM 2.0 VGT 2WD 프리미엄,14/04(15년형),2015.0,디젤,13만km,,184.0,4.0,41.0,FF,,국산,2985.0,1490.0
4497,기아 봉고3 플러스 내장 탑차,08/10(09년형),2009.0,디젤,19만km,,,,,,수동,국산,,250.0
4498,GM대우 토스카 L6 2.0 CDX 일반형,07/10,2007.0,가솔린,13만km,,144.0,6.0,19.2,FF,,국산,2339.0,450.0
4499,현대 아반떼MD M16 GDi 에비뉴,13/07(14년형),2014.0,가솔린,5만km,,140.0,4.0,16.9,FF,,국산,1785.0,790.0
4500,GM대우 뉴 라보 접이식탑차 롱카고,17/03,2017.0,LPG,1천km,2.0,43.0,,6.7,FR,수동,국산,971.0,418.0
4501,현대 LF쏘나타 2.0 T-GDi 익스클루시브,15/10(16년형),2016.0,가솔린,3만km,,245.0,4.0,36.0,FF,,국산,3132.0,2290.0
4502,현대 포니2 픽업,87/09,1987.0,가솔린,4천km,2.0,,,12.5,FR,수동,국산,227.0,900.0
4503,현대 YF쏘나타 2.0 Y20 그랜드,11/09(12년형),2012.0,가솔린,8만km,,,4.0,,FF,,국산,2002.0,969.0
4504,기아 더 뉴 스포티지R 2.0 디젤 2WD 프레스티지,13/10(14년형),2014.0,디젤,4만km,,184.0,4.0,41.0,FF,,국산,2565.0,1590.0
4505,현대 그랜져TG Q270 럭셔리 스마트팩,07/11(08년형),2008.0,가솔린,14만km,,195.0,6.0,25.6,FF,,국산,3180.0,1150.0
4506,세정 해피카,05/12,2005.0,LPG,1만km,,,,,,수동,국산,,2100.0
4507,현대 그랜져HG 240 모던,14/05,2014.0,가솔린,14만km,,201.0,4.0,25.5,FF,,국산,2976.0,1250.0
4508,현대 올 뉴 투싼 1.7 E-VGT 2WD 스타일,15/07(16년형),2016.0,디젤,10만km,,141.0,4.0,34.7,FF,,국산,2340.0,1199.0
4509,쌍용 코란도 투리스모 RT 4WD,13/03(14년형),2014.0,디젤,3만km,,155.0,4.0,36.7,4WD,,국산,3567.0,2230.0
4510,현대 그랜져HG 220 디젤 모던,15/12(16년형),2016.0,디젤,7만km,,202.0,4.0,45.0,FF,,국산,3215.0,1460.0
4511,쌍용 티볼리 1.6 가솔린 2WD LX 고급형,15/06,2015.0,가솔린,4만km,,126.0,4.0,16.0,FF,,국산,2220.0,900.0
4512,현대 그랜져TG Q270 모젠 프리미어 스마트팩,07/07(08년형),2008.0,가솔린,21만km,,192.0,6.0,25.5,FF,,국산,3527.0,690.0
4513,현대 YF쏘나타 2.0 F20 터보 최고급형,12/02,2012.0,가솔린,17만km,,271.0,4.0,37.1,FF,,국산,2960.0,890.0
4514,현대 LF쏘나타 2.0 CVVL 프리미엄,15/05,2015.0,가솔린,1만km,,168.0,4.0,20.5,FF,,국산,2860.0,2140.0
4515,현대 에쿠스 JS 350,04/01,2004.0,가솔린,15만km,,210.0,6.0,31.0,FF,,국산,5990.0,350.0
4516,기아 K3 1.6 GDI 디럭스,13/07,2013.0,가솔린,11만km,,140.0,4.0,16.9,FF,,국산,1520.0,790.0
4517,쌍용 G4 렉스턴 2.2 디젤 4WD 헤리티지,17/12(18년형),2018.0,디젤,5천km,,187.0,4.0,42.8,4WD,,국산,4510.0,3650.0
4518,르노삼성 SM7 뉴 아트 RE23,08/10,2008.0,가솔린,9만km,,170.0,6.0,23.0,FF,,국산,3210.0,1250.0
4519,기아 올 뉴 카니발 2.2 디젤 7인승 하이리무진 프레지던트,16/07(17년형),2017.0,디젤,2만km,,202.0,4.0,45.0,FF,,국산,5938.0,4590.0
4520,현대 싼타페 더 프라임 2.0 디젤 2WD 익스클루시브,16/05,2016.0,디젤,4만km,,186.0,4.0,41.0,FF,,국산,3198.0,2490.0
4521,기아 카니발 4세대 2.2 디젤 9인승 프레스티지,20/08(21년형),2021.0,디젤,8km,,202.0,,45.0,FF,,국산,3280.0,3270.0
4522,현대 아반떼MD M16 GDi 럭셔리,11/10(12년형),2012.0,가솔린,4만km,,,4.0,,FF,,국산,1520.0,650.0
4523,현대 스텔라 1.8 i,91/07,1991.0,가솔린,21만km,,105.0,,15.4,FF,,국산,,1200.0
4524,현대 그랜드스타렉스 12인승 어린이 보호차량,07/06(08년형),2008.0,디젤,16만km,,175.0,,46.0,FR,,국산,,920.0
4525,기아 스포티지R 2.0 디젤 2WD TLX 최고급형,11/05(12년형),2012.0,디젤,14만km,,184.0,4.0,40.0,FF,,국산,2499.0,1099.0
4526,현대 제네시스 쿠페 200 터보 P,09/01,2009.0,가솔린,12만km,,210.0,4.0,30.5,FR,,국산,2641.0,850.0
4527,기아 포르테 1.6 CVVT 프리미엄 SI 블랙,10/06,2010.0,가솔린,12만km,,124.0,4.0,15.9,FF,,국산,1731.0,470.0
4528,기아 올 뉴 쏘렌토 2.0 디젤 2WD 프레스티지,16/12(17년형),2017.0,디젤,6만km,,186.0,4.0,41.0,FF,,국산,2985.0,1950.0
4529,현대 싼타페DM 2.0 VGT 2WD 프리미엄,12/11(13년형),2013.0,디젤,19만km,,184.0,4.0,41.0,FF,,국산,3008.0,1170.0
4530,기아 K5 2.0 LPi 럭셔리,11/03,2011.0,LPG,5만km,,144.0,,19.3,FF,,국산,,1400.0
4531,쌍용 렉스턴W RX7 4WD 럭셔리,13/04,2013.0,디젤,6만km,,178.0,4.0,40.8,4WD,,국산,3164.0,1800.0
4532,현대 포터Ⅱ 초장축 슈퍼캡 CRDi 최고급형,12/09(13년형),2013.0,디젤,3만km,,133.0,,,,수동,국산,,870.0
4533,쉐보레 크루즈 2.0 LTZ 플러스,11/11(12년형),2012.0,디젤,14만km,5.0,163.0,4.0,36.7,FF,수동,국산,2251.0,530.0
4534,기아 뉴 오피러스 GH330 스페셜,08/06,2008.0,가솔린,14만km,,247.0,6.0,31.5,FF,,국산,3640.0,799.0
4535,현대 엑센트 1.6 VGT 모던,13/06(14년형),2014.0,디젤,8만km,5.0,136.0,4.0,30.6,FF,수동,국산,1544.0,891.0
4536,현대 뉴 에쿠스 VS 380 프레스티지,11/08(12년형),2012.0,가솔린,12만km,,334.0,6.0,40.3,FR,,국산,8590.0,2450.0
4537,기아 올 뉴 카니발 2.2 디젤 9인승 노블레스,17/03,2017.0,디젤,9만km,,202.0,4.0,45.0,FF,,국산,3705.0,2350.0
4538,기아 모하비 QV300 4WD 상시4WD,15/08,2015.0,디젤,4만km,,260.0,6.0,56.0,4WD,,국산,4200.0,2499.0
4539,현대 YF쏘나타 2.0 Y20 프라임 고급형,09/11(10년형),2010.0,가솔린,6만km,,165.0,4.0,20.2,FF,,국산,2315.0,930.0
4540,현대 트라제XG 2.0 골드 디젤 9인승 고급형,05/09,2005.0,디젤,25만km,,126.0,4.0,29.5,FF,,국산,2192.0,399.0
4541,기아 스포티지R 2.0 디젤 2WD TLX 최고급형,10/12(11년형),2011.0,디젤,10만km,,184.0,4.0,40.0,FF,,국산,2499.0,690.0
4542,현대 YF쏘나타 2.0 Y20 LPi 프리미어 장애인용,11/04,2011.0,LPG,13만km,,157.0,,20.0,FF,,국산,,1290.0
4543,현대 뉴 제네시스 G330 프리미엄 AWD,15/03,2015.0,가솔린,9만km,,282.0,6.0,35.4,AWD,,국산,5401.0,2820.0
4544,쌍용 체어맨W CW600 4트로닉 프레스티지,10/10(11년형),2011.0,가솔린,20만km,,225.0,6.0,30.2,4WD,,국산,6160.0,840.0
4545,기아 스포티지R 2.0 T-GDI 4WD 리미티드,13/03,2013.0,가솔린,5만km,,261.0,4.0,37.1,4WD,,국산,2900.0,1450.0
4546,르노삼성 SM7 뉴 아트 LE23,09/01,2009.0,가솔린,9만km,,170.0,6.0,23.0,FF,,국산,3020.0,1099.0
4547,현대 더 뉴 제네시스 쿠페 200 터보 S,12/02,2012.0,가솔린,12만km,,,,,,수동,국산,2965.0,1390.0
4548,르노삼성 올 뉴 SM7 LE 아트,13/01,2013.0,가솔린,13만km,,190.0,6.0,24.8,FF,,국산,3265.0,1350.0
4549,현대 제네시스 쿠페 200 터보 P,08/11(09년형),2009.0,가솔린,8만km,4.0,210.0,4.0,30.5,FR,수동,국산,2641.0,850.0
4550,현대 더 뉴 제네시스 쿠페 200 터보 S,12/08,2012.0,가솔린,8만km,,275.0,4.0,38.0,FR,,국산,2965.0,1350.0
4551,기아 뉴 스포티지 TLX 4WD 최고급형,05/10(06년형),2006.0,디젤,16만km,,143.0,4.0,26.5,4WD,,국산,2268.0,500.0
4552,쉐보레 스파크 LS 플러스,15/03,2015.0,가솔린,7만km,,,4.0,,FF,,국산,1221.0,598.0
4553,기아 뉴 스펙트라 1.5 Di 골드 고급형,02/11,2002.0,가솔린,10만km,,102.0,4.0,17.0,FF,,국산,1020.0,130.0
4554,제네시스 G70 3.3 T-GDi AWD 스포츠 슈프림,18/04,2018.0,가솔린,7만km,,370.0,6.0,52.0,AWD,,국산,5410.0,2990.0
4555,쌍용 체어맨W CW700 4트로닉 럭셔리,11/00,2011.0,가솔린,25만km,,250.0,6.0,35.0,4WD,,국산,6775.0,750.0
4556,현대 그랜져TG L330 모젠 탑 메모리팩,05/08,2005.0,가솔린,11만km,,233.0,6.0,31.0,FF,,국산,3794.0,700.0
4557,현대 제네시스 쿠페 200 터보 P,08/12(09년형),2009.0,가솔린,10만km,,210.0,4.0,30.5,FR,,국산,2641.0,830.0
4558,현대 그랜져HG 300 LPG 익스클루시브,13/08(14년형),2014.0,LPG,5만km,,235.0,,28.6,FF,,국산,,1999.0
4559,쌍용 티볼리 1.6 디젤 4WD LX,16/03,2016.0,디젤,5만km,,115.0,4.0,30.6,4WD,,국산,2627.0,1390.0
4560,기아 올 뉴 카니발 2.2 디젤 9인승 하이리무진 노블레스,17/11(18년형),2018.0,디젤,3만km,,202.0,4.0,45.0,FF,,국산,5544.0,5050.0
4561,제네시스 G90 5.0 GDi AWD 프레스티지,19/04,2019.0,가솔린,2만km,,425.0,8.0,53.0,AWD,,국산,11878.0,9999.0
4562,기아 스포티지R 2.0 디젤 2WD 리미티드,12/12(13년형),2013.0,디젤,13만km,,184.0,4.0,40.0,FF,,국산,2855.0,1590.0
4563,현대 뉴 에쿠스 VS 460 프레스티지,10/03,2010.0,가솔린,15만km,,366.0,8.0,44.8,FR,,국산,10900.0,1890.0
4564,현대 뉴 에쿠스 VS 380 모던,14/04(15년형),2015.0,가솔린,4만km,,334.0,6.0,40.3,FR,,국산,6783.0,3750.0
4565,현대 그랜저 뉴 럭셔리 Q270 LPi 팩 I,08/04,2008.0,LPG,11만km,,165.0,,25.0,FF,,국산,2383.0,850.0
4566,현대 제네시스 BH380 럭셔리,09/09(10년형),2010.0,가솔린,20만km,,290.0,6.0,36.5,FR,,국산,4798.0,820.0
4567,현대 벨로스터 익스트림 터보,12/11(13년형),2013.0,가솔린,9만km,,204.0,4.0,26.9,FF,,국산,2195.0,1090.0
4568,현대 아반떼MD M16 GDi 모던,12/10(13년형),2013.0,가솔린,3만km,,140.0,,17.0,FF,,국산,1860.0,1299.0
4569,현대 그랜드스타렉스 12인승 어린이 보호차량,15/06(16년형),2016.0,디젤,5만km,,175.0,,46.0,FR,,국산,,1849.0
4570,기아 K5 2.0 LPi ,10/07(11년형),2011.0,LPG,7만km,,144.0,,19.3,FF,,국산,,1360.0
4571,현대 벨로스터 유니크,11/11(12년형),2012.0,가솔린,3만km,,140.0,4.0,16.9,FF,,국산,1790.0,1150.0
4572,현대 그랜져HG 300 노블,11/01,2011.0,가솔린,15만km,,270.0,6.0,31.5,FF,,국산,3527.0,1075.0
4573,기아 뉴 페이스 카렌스 2.0 LPI GLX 고급형,10/03,2010.0,LPG,15만km,,141.0,4.0,19.0,FF,,국산,1931.0,497.0
4574,현대 LF쏘나타 2.0 LPi 스마트,14/08(15년형),2015.0,LPG,9만km,,151.0,,19.8,FF,,국산,,849.0
4575,현대 싼타페DM 2.0 VGT 2WD 프리미엄,15/04,2015.0,디젤,16만km,,184.0,4.0,41.0,FF,,국산,2985.0,950.0
4576,현대 싼타페CM 2.2 VGT CLX 2WD 최고급형,07/04,2007.0,디젤,14만km,,172.0,4.0,37.0,FF,,국산,2984.0,799.0
4577,기아 스포티지 1.7 디젤 2WD 노블레스,16/09,2016.0,디젤,14만km,,141.0,4.0,34.7,FF,,국산,2449.0,930.0
4578,기아 더 뉴 모닝 1.0 가솔린 럭셔리,16/12,2016.0,가솔린,90km,,,3.0,,FF,,국산,1190.0,1050.0
4579,쉐보레 스파크 LS,11/08(12년형),2012.0,가솔린,7만km,,70.0,4.0,9.4,FF,,국산,1010.0,300.0
4580,현대 뉴 제네시스 G380 프레스티지 AWD,14/05(15년형),2015.0,가솔린,13만km,,315.0,6.0,40.5,AWD,,국산,6201.0,2300.0
4581,현대 더 뉴 제네시스 쿠페 380 GT R,12/01,2012.0,가솔린,8만km,,350.0,6.0,40.8,FR,,국산,3536.0,1800.0
4582,현대 에쿠스 리무진 VL 450,07/12(08년형),2008.0,가솔린,38만km,,268.0,8.0,37.9,FF,,국산,8932.0,500.0
4583,기아 올 뉴 모닝 1.0 가솔린 럭셔리 스포츠,14/01,2014.0,가솔린,7만km,,,,,,수동,국산,1105.0,690.0
4584,쌍용 뉴체어맨 CM500S 마제스티S,05/11(06년형),2006.0,가솔린,15만km,,197.0,6.0,27.6,FR,,국산,4952.0,399.0
4585,현대 뉴 에쿠스 VS 380 익스클루시브,13/09(14년형),2014.0,가솔린,8만km,,334.0,6.0,40.3,FR,,국산,8897.0,3969.0
4586,기아 더 뉴 K5 2.0 프레스티지,14/02,2014.0,가솔린,5만km,,172.0,4.0,20.5,FF,,국산,2645.0,1890.0
4587,현대 제네시스 쿠페 200 터보 P,09/04,2009.0,가솔린,14만km,,210.0,4.0,30.5,FR,,국산,2641.0,820.0
4588,제네시스 EQ900 3.8 GDi AWD 럭셔리,16/09,2016.0,가솔린,10만km,,315.0,6.0,40.5,AWD,,국산,7415.0,3670.0
4589,현대 벨로스터 터보 D 스펙,13/07(14년형),2014.0,가솔린,6만km,4.0,204.0,4.0,26.9,FF,수동,국산,2130.0,1000.0
4590,르노삼성 SM7 VQ23 LE,05/02,2005.0,가솔린,7만km,,170.0,6.0,23.0,FF,,국산,2730.0,550.0
4591,르노삼성 SM7 뉴 아트 LE23,08/11(09년형),2009.0,가솔린,12만km,,170.0,6.0,23.0,FF,,국산,3020.0,690.0
4592,르노삼성 뉴SM5 플래티넘 디젤 D 스페셜,14/10,2014.0,디젤,6만km,,110.0,4.0,24.5,FF,,국산,2695.0,1550.0
4593,현대 더 뉴 제네시스 쿠페 200 터보 D,12/06,2012.0,가솔린,9만km,,275.0,4.0,38.0,FR,,국산,2620.0,1680.0
4594,현대 i30 2.0 VVT 럭셔리,08/03,2008.0,가솔린,9만km,,143.0,4.0,19.0,FF,,국산,1721.0,690.0
4595,기아 K5 2.0 럭셔리,11/06,2011.0,가솔린,5만km,,165.0,4.0,20.2,FF,,국산,2495.0,1550.0
